rank,uid,username,type
1,9132259,両義Suki,提督
2,6212286,第五弹弹Listania,提督
3,1263426985,-代号M-,提督
4,273906305,绿缕铝驴,提督
5,29619071,花间音Huahaiye,提督
6,171018323,撩见星空,舰长
7,25395080,这里是咸鱼王,舰长
8,9970815,-古原-,舰长
9,355281320,从负到零01,舰长
10,82361400,紫陽花-の葉,舰长
11,6982193,依旧被命运裹挟,舰长
12,26158702,Damazti,舰长
13,2147232287,东风盛时燃起,舰长
14,350128662,这里是梨洛洛呀,舰长
15,15042777,失眠小狗Suki,舰长
16,476888066,王也道长亿贫如洗suki,舰长
17,73840919,心情超好心态超棒,舰长
18,18769503,世人皆知桃夭,舰长
19,49789973,Mikanikos,舰长
20,330374082,翊晨Suki,舰长
21,1051397284,-杜衡,舰长
22,1408055691,Oniisama节后摆烂版,舰长
23,399566922,细腻牛kisu,舰长
24,9029105,青灯火月,舰长
25,433417622,公主的玻璃冠,舰长
26,2128396904,纯-圥忈,舰长
27,30262687,贝格耶喽,舰长
28,554376734,闲雲づ,舰长
29,40191264,鉴观,舰长
30,1686348,神出鬼没的天小劫,舰长
31,350971650,-石思-,舰长
32,309880383,向日葵大魔王,舰长
33,156985056,如梦亭阁suki,舰长
34,3563525,東山小鳥,舰长
35,697737710,蝶蝶Hikari,舰长
36,18171692,神明不语,舰长
37,396906793,青辰_刃星Root,舰长
38,301906464,咖喱猴kiki,舰长
39,163674276,虚烨SnowOwl,舰长
40,2101200148,Uni果冻,舰长
41,152391326,木槿忆年,舰长
42,30376551,飞羽心海,舰长
43,399942744,百摆晓,舰长
44,313692286,今天还是优雅的马枪佬,舰长
45,1310738499,星辰之上vivo50,舰长
46,13118911,空条粥太郎,舰长
47,1079963319,不太牛逼,舰长
48,1408033,桃井dd人,舰长
49,139238131,茶会的贝斯,舰长
50,53006587,南笙浅梦墨离,舰长
51,413106,LazyKuma,舰长
52,15806523,马星瞳老师,舰长
53,188899065,浅辰清风Suki,舰长
54,5599585,慵懒的柒然,舰长
55,407405442,悠悠の小二,舰长
56,388173461,名叫阿茶,舰长
57,382752981,圆焰赛高-,舰长
58,322232173,DD_Suki,舰长
59,536630,夜行Hikari,舰长
60,5091576,噗通的抹阳,舰长
61,318858753,在下萝莉控iq,舰长
62,4193554,VC-John,舰长
63,446123359,梦幻之星GTY,舰长
64,3546564756769404,Arjue,舰长
65,359721386,Nismo树叕Suki,舰长
66,24178920,银翼战将,舰长
67,539110,是芜狛哒,舰长
68,330101880,在下是真怂,舰长
69,431241978,疏影TFA,舰长
70,439042720,二十七是二十七,舰长
71,443299188,偉大的賽佛瑞斯,舰长
72,368345077,詞邛,舰长
73,1967733017,鲨鱼的小磷干,舰长
74,3546570599435037,bili_25255033675,舰长
75,381696485,树礼Sukiの青沟子,舰长
76,29959064,月由心,舰长
77,106856924,McClay,舰长
78,3461580970788970,夏沫入雨,舰长
79,15178187,晚晚跌跌撞撞,舰长
80,42838547,下腹抽抽,舰长
81,215888780,虞惜不在请留言,舰长
82,32386,Nero·Augustus,舰长
83,494116765,净眸Suki,舰长
84,299706980,Hachiman__,舰长
85,8180280,可口苦乐,舰长
86,20560313,苟祸,舰长
87,53098619,玩斩斧的走停,舰长
88,107821180,阳落霞起月初升,舰长
89,668004283,久蔡_荷子,舰长
90,3546389397112836,Mashiro_echo,舰长
91,207020650,微微暖风沁心笑,舰长
92,325838129,哥自理退,舰长
93,478590411,喜欢黑听的anti头子,舰长
94,320262697,那一夜她未满十八,舰长
95,3546601339488588,SankeSuki,舰长
96,499033338,独角兽的孤独角suki,舰长
97,428353346,一叶知秋是只鸡,舰长
98,14551578,镐垨金土,舰长
99,1417272,薰风灬习习,舰长
100,450234152,余韶歆,舰长
101,678216557,辛幼鸢,舰长
102,46441589,亚莉米蕾,舰长
103,7646596,Yealiv,舰长
104,399214970,南柯梦醒梦suki,舰长
105,402146202,丢番茄,舰长
106,271887040,Hooxi_Official,舰长
107,13174226,Lzayoiss,舰长
108,1889242290,莫念往事之青梅竹马,舰长
109,431520772,丶巽,舰长
110,94547484,白沐森,舰长
111,355182625,法螺話-,舰长
112,76782019,-kaller-,舰长
113,2645708,暗之音魂,舰长
114,3493074686707863,薯条_Suki,舰长
115,33676253,淡阅微云,舰长
116,531646627,十六蛊,舰长
117,31010758,ScarletOverkill,舰长
118,1799430,黄色河狸,舰长
119,82194283,摇铃啊姚玲,舰长
120,628701008,橘子她老爸,舰长
121,31997596,八云kiss紫,舰长
122,3040872,濑俍飒SeraHayate,舰长
