rank,uid,username,type
1,427650007,做一个周星星,提督
2,173011477,安卓逻辑安卓人,提督
3,3632299264444731,拂萝,提督
4,5302606,素白ゐゑ,提督
5,9132259,两仪x鲜花,舰长
6,6212286,残弹一発,舰长
7,15042777,失眠小狗Suki,舰长
8,21569680,嚣张九宝,舰长
9,9970815,-古原-,舰长
10,52935049,若夕倾城,舰长
11,2128396904,故人倾梦Suki,舰长
12,330374082,晨晨Suki,舰长
13,49789973,Mikanikos,舰长
14,1826474,黄油君有中二病,舰长
15,12227881,冰蓝绪心,舰长
16,483136585,蓝莓小猫の重度依赖,舰长
17,6982193,依旧被命运裹挟,舰长
18,1612973992,白篠篠,舰长
19,1144070663,你也是路边一条,舰长
20,3546754117011643,J830,舰长
21,188899065,浅辰清风Suki,舰长
22,11933095,靑鋆子,舰长
23,30376551,飞羽心海suki,舰长
24,322232173,DD_Suki,舰长
25,350971650,-14XIV-,舰长
26,152391326,木槿忆年,舰长
27,350128662,这里是梨洛洛呀,舰长
28,399942744,百摆晓,舰长
29,3546629982391157,yuewuliu,舰长
30,5147381,从小就暗恋小茶的cc,舰长
31,1408055691,Onisama不想熬夜,舰长
32,496916630,贫穷贵公子-,舰长
33,446123359,梦幻之星GTY,舰长
34,2824262,八瓣儿Channel,舰长
35,1935810245,木槿Sally,舰长
36,23368664,雨点不清楚你已抛低我,舰长
37,1967733017,撅撅suki,舰长
38,139238131,茶会的贝斯,舰长
39,3493277313534134,树礼Suki,舰长
40,76782019,-kaller-,舰长
41,475725879,我看你长得像娃娃菜,舰长
42,3494351434943109,皓天斯威特,舰长
43,381529031,秋墨绫,舰长
44,367295640,水晶胡萝卜丶,舰长
45,325787946,小狼兰Suki,舰长
46,1079963319,不太牛逼,舰长
47,4121483,脚哥爱看脚,舰长
48,57420857,b71ne0,舰长
49,208022014,刀口力人臣,舰长
50,2804862,中华田园U,舰长
51,20461602,三玖琳Rin,舰长
52,19319637,星云Nebulous,舰长
53,457319512,星空唔想训觉_Gin,舰长
54,86105475,是我闲人君いえ,舰长
55,39666243,御坂ヽ20001,舰长
56,181100688,冰绒の离谱,舰长
57,8657762,金Au银Ag,舰长
58,23792841,凌空zering,舰长
59,357621530,何木木muse,舰长
60,349495707,JOseph-JOestar_,舰长
61,3546667213130226,Ciel恩师北柠_Lucky,舰长
62,438747881,泠音Eileen,舰长
63,28275706,铃兰白,舰长
64,3546701296044201,天命终矣,舰长
65,217898339,八仙丶包子,舰长
66,105043,超电磁の葛炮,舰长
