rank,uid,username,type
1,21569680,嚣张九宝Suki,提督
2,9132259,两仪x鲜花,舰长
3,6212286,植树仙人永世牢笼,舰长
4,1263426985,-代号M-,舰长
5,15042777,失眠小狗Suki,舰长
6,762050,赖赖不是獭獭Suki,舰长
7,9970815,-古原-,舰长
8,114576718,绮锂,舰长
9,273906305,绿缕铝驴,舰长
10,12143945,歌莉娅XD,舰长
11,29619071,花间音Huahaiye,舰长
12,2128396904,孤独的圥忈Suki,舰长
13,1186263927,大头宝宝-_-,舰长
14,49789973,Mikanikos,舰长
15,3546754117011643,J830,舰长
16,6982193,依旧被命运裹挟,舰长
17,12227881,冰蓝绪心,舰长
18,330374082,晨晨Suki,舰长
19,399566922,犀牛Suki,舰长
20,35468260,想吃冰激凌c,舰长
21,433417622,玻璃冠Suki,舰长
22,669556493,葡萄果糖sky,舰长
23,2147232287,东风盛时燃起,舰长
24,11720780,故海微风,舰长
25,350128662,这里是梨洛洛呀,舰长
26,188899065,浅辰清风Suki,舰长
27,368345077,詞邛,舰长
28,11633408,两块奥利奥,舰长
29,350971650,-14XIV-,舰长
30,17628067,恰饭Suki丶,舰长
31,356925549,E300L型劣质照片制造机,舰长
32,396906793,青辰_刃星Root,舰长
33,30376551,飞羽心海suki,舰长
34,483136585,我将__点燃小狗,舰长
35,152391326,木槿忆年Suki,舰长
36,309880383,向日葵大魔王,舰长
37,52935049,若夕倾城,舰长
38,3546606590757032,最强白礼攻击天照,舰长
39,322232173,DD_Suki,舰长
40,399942744,百摆晓,舰长
41,182529,阿森version,舰长
42,668004283,大坏蛋小久,舰长
43,499033338,独角兽SukiKori,舰长
44,9029105,青灯火月,舰长
45,446123359,梦幻之星GTY,舰长
46,6137110,心静淼落Suki,舰长
47,271887040,Hooxi_Official,舰长
48,388173461,名叫阿茶,舰长
49,1210755601,迟遇cccy,舰长
50,402444314,玄鹤公子,舰长
51,3494361880856991,可洛Cro_,舰长
52,496916630,贫穷贵公子-,舰长
53,257743464,岑夜今夕,舰长
54,287050645,麖霨x,舰长
55,1079963319,不太牛逼,舰长
56,1967733017,撅撅suki,舰长
57,3546678405630453,是九十哟,舰长
58,589095444,星辰之上Star,舰长
59,6774849,-鸽呜阿呱-,舰长
60,544038872,けう,舰长
61,19848741,hopeafer,舰长
62,11933095,靑鋆子,舰长
63,7484979,西瓜啵啵茶3412,舰长
64,1935810245,木槿Sally,舰长
65,3493277313534134,树礼Suki,舰长
66,102566920,fangkkkkkkk,舰长
67,39235532,Circle-Around,舰长
68,1622627830,风和石头和树,舰长
69,70574423,恰饭8丶,舰长
70,4676682,杰杰杰gok,舰长
71,275015718,Kuwaxi,舰长
72,2824262,八瓣儿Channel,舰长
73,398042637,Mr-青时雨,舰长
74,510033481,大头雪人嘤落落,舰长
75,3494370166704742,玉京子Kyouko,舰长
76,8803606,孤峰殘劍,舰长
77,475725879,我看你长得像娃娃菜,舰长
78,677759650,t_mach,舰长
79,14622879,樱雪Suzerain,舰长
80,553417352,ElK_Polaris,舰长
81,634437581,樱月见雪,舰长
82,1418323914,莫虬,舰长
83,381299513,逍遥派-上官墨_ink,舰长
84,621390904,施怡Suki,舰长
85,147709721,凌天不语158,舰长
86,9902785,X轩万,舰长
87,483845882,大戸アイsuki,舰长
88,49530944,辰辰的辰辰,舰长
89,502275999,sakura樱雨kirin,舰长
90,517646918,咸鱼某二,舰长
91,3494351434943109,皓天Sweet,舰长
92,1598930935,Nisroch,舰长
93,13715643,阿森纳的kotori,舰长
94,8146338,秋名客运中心,舰长
95,470409768,碎秋月殇,舰长
96,111516739,big雪碧,舰长
