rank,uid,username,type
1,3546379116874663,硅锂碳,总督
2,762050,树礼Suki的土狗,提督
3,21569680,嚣张九宝Suki,提督
4,41027012,zhilizhiwai,提督
5,9132259,兩義鮮花Suki,舰长
6,6212286,旱道单防詹姆斯,舰长
7,1263426985,-代号M-,舰长
8,2762720,谐角天星,舰长
9,15042777,失眠小狗Suki,舰长
10,273906305,绿缕铝驴,舰长
11,9970815,-古原-,舰长
12,476888066,树礼的狗王也,舰长
13,29619071,花间音Huahaiye,舰长
14,12143945,歌莉娅XD,舰长
15,171018323,撩见星空,舰长
16,355281320,空条树墩,舰长
17,26158702,阿拉斯托Alastor_,舰长
18,49789973,Mikanikos,舰长
19,2128396904,孤独的圥忈Suki,舰长
20,82361400,紫陽花-の葉,舰长
21,3546754117011643,J830,舰长
22,6982193,依旧被命运裹挟,舰长
23,12227881,冰蓝绪心,舰长
24,330374082,晨晨Suki,舰长
25,35468260,想吃冰激凌c,舰长
26,433417622,玻璃冠Suki,舰长
27,669556493,葡萄果糖sky,舰长
28,350128662,这里是梨洛洛呀,舰长
29,18769503,世人皆知桃夭,舰长
30,188899065,浅辰清风Suki,舰长
31,350971650,-14XIV-,舰长
32,1408055691,Onisama不想熬夜,舰长
33,1826474,黄油君有中二病,舰长
34,17628067,恰饭Suki丶,舰长
35,23318019,狼鬼真,舰长
36,396906793,青辰_刃星Root,舰长
37,18171692,神明不语,舰长
38,152391326,木槿Suki,舰长
39,30376551,飞羽心海suki,舰长
40,399942744,百摆晓,舰长
41,156985056,如梦亭阁suki,舰长
42,313692286,今天还是优雅的马枪佬,舰长
43,4977135,婴丽贝,舰长
44,322232173,DD_Suki,舰长
45,11633408,两块奥利奥,舰长
46,335695075,い鯨落ぅ,舰长
47,668004283,大坏蛋小久,舰长
48,539110,是芜狛哒,舰长
49,388173461,名叫阿茶,舰长
50,678216557,鸢suki,舰长
51,436193300,乆刕,舰长
52,496916630,贫穷贵公子-,舰长
53,1445359,邪恶双子-璃拉,舰长
54,428353346,一叶知秋是只鸡,舰长
55,3546650333154214,-Sayoko的赛博墓碑-,舰长
56,9451267,小邪的忧伤,舰长
57,76782019,-kaller-,舰长
58,402444314,玄鹤公子,舰长
59,52935049,若夕倾城,舰长
60,543130671,waitingx8888,舰长
61,325787946,UU-小铃兰Suki,舰长
62,11545912,小怀诗,舰长
63,10023362,蓝鹏又,舰长
64,3546678405630453,白何_,舰长
65,1923118510,浮云恋清風,舰长
66,24979628,Chromium__,舰长
67,19848741,hopeafer,舰长
68,325838129,以黛为理の理退,舰长
69,483136585,我将__点燃小狗,舰长
70,105158,月兔弥生,舰长
71,544038872,けう,舰长
72,3493277313534134,树礼Suki,舰长
73,446957357,战术人形AK-74MSuki,舰长
74,139981245,桃子委员会会长,舰长
75,421753654,Tsing-Fan,舰长
76,3546587521354108,博弈终究太难,舰长
77,155675739,北飞沙漠ovo,舰长
78,18268124,芒果牛奶蔓越莓,舰长
79,174994302,鳐远壹陆_,舰长
80,24507103,腹黑一个楠,舰长
81,13439532,杰督察,舰长
82,3584458,鸭脖人79号,舰长
83,178958245,是冻冻i,舰长
84,517350912,灰尘07,舰长
85,29426619,摸鱼舰长在线创人,舰长
86,4676682,farfarfarrr,舰长
87,403050510,CF锋刃,舰长
88,7483693,呆鳯,舰长
89,57269700,雅利洛上单,舰长
90,546276765,现在还不能休息哦汪酱,舰长
91,1808305787,神秘睦头人,舰长
92,1880609337,橘子味汽水suki,舰长
